ID,POS,Name,TM,CID,G,GS,PA,AB,H,1B,2B,3B,HR,RBI,R,BB,IBB,HP,SH,SF,SO,GIDP,wOBA,BABIP,wRC,wRAA,WAR,SB,CS,BatR,wSB,UBR,BsR,G,GS,IP,BF,AB,HA,1B,2B,3B,HR,R,ER,BB,IBB,K,HP,BABIP,SH,SF,WP,DP,RA,pLi,GB,FB,SB,CS,FIP,WPA,WAR,rWAR,SIERA,POS,G,GS,TC,A,PO,E,DP,TP,PCT,RNG,ZR,EFF,SBA,RTO,IP,PB,CER,CERA,BIZ-R,BIZ-Rm,BIZ-L,BIZ-Lm,BIZ-E,BIZ-Em,BIZ-U,BIZ-Um,BIZ-Z,BIZ-Zm,BIZ-I,FRM,ARM
360,SP,Brendan McKay,Tokyo,40508, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,21,19,7,4,2,0,1,5,5,2,0,8,0,.600,0,0,0,0,0,1.02,1,3,0,0,4.08,-0.3,0.1,-0.1,1.67,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.4,0.0
273,SP,Mike Minor,Chico,34292, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,20,17,6,3,1,1,1,5,5,3,0,1,0,.333,0,0,0,0,0,0.88,6,4,0,0,8.78,-0.4,-0.1,-0.2,6.88,1,1,1,1,1,0,0,0,0,1.000,2.45,0.1,1.019,0,0,3.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
252,SP,Mike Minor,Law Law Land,34292, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,17.2,84,68,18,12,4,0,2,8,8,13,2,17,2,.327,1,0,2,2,0,1.12,19,15,0,0,5.08,-0.2,0.2,0.5,4.78,1,3,3,6,4,2,0,1,0,1.000,3.06,0.1,1.019,0,0,17.2,0,0,0.00,1,0,2,2,0,0,0,0,0,0,0,-0.1,0.0
171,SP,Mike Minor,Newark,34292, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,8.0,30,29,8,7,1,0,0,1,1,0,0,3,1,.308,0,0,0,3,0,1.39,12,6,0,0,2.95,0.4,0.3,0.6,4.62,1,1,1,3,1,2,0,0,0,1.000,3.38,0.1,1.019,0,0,8.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.0,0.0
142,SP,Mike Minor,Tar Valon,34292, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.1,20,18,6,4,1,0,1,5,5,2,0,5,0,.417,0,0,0,0,0,1.11,3,4,0,1,5.40,-0.4,0.0,-0.1,3.50,1,1,1,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.5,0.0
328,SP,Bill Monbouquette,Morristown,37349, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.0,24,22,8,5,2,0,1,4,4,2,0,7,0,.500,0,0,1,0,0,0.98,5,2,0,1,4.33,-0.3,0.1,-0.0,2.98,1,1,1,1,1,0,0,0,0,1.000,1.80,0.0,.000,1,1,5.0,0,0,0.00,0,0,1,0,0,0,0,0,0,0,0,-0.1,0.0
42,SP,Bill Monbouquette,Beijing,37349, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.2,18,17,6,3,0,0,3,5,5,1,0,5,0,.333,0,0,0,0,0,0.77,3,3,0,0,12.05,-0.3,-0.2,-0.2,2.65,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0
97,SP,Matt Moore,Bucknell,40786, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,3.0,17,13,4,1,1,0,2,7,7,3,0,6,1,.400,0,0,0,0,0,1.01,1,2,2,0,11.99,-0.5,-0.2,-0.3,3.05,1,1,1,0,0,0,0,0,0,.000,0.00,-0.6,.000,2,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
289,SP,Nick Nelson,Baseball,34396, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,2.2,16,12,4,1,2,0,1,6,6,3,0,3,1,.375,0,0,0,0,0,1.19,2,3,1,0,10.45,-0.4,-0.1,-0.3,5.41,1,1,1,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
225,SP,Nick Nelson,Long Beach,34396, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,8.2,37,27,5,3,1,0,1,6,6,9,0,12,1,.286,0,0,0,2,0,1.11,6,4,0,2,5.52,-0.2,0.1,0.0,4.25,1,2,2,0,0,0,0,0,0,.000,0.00,0.4,.000,2,2,8.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
242,SP,Ted Power,Law Law Land,37065, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,13.1,54,52,16,9,3,0,4,6,6,1,0,11,0,.316,0,1,0,2,0,1.08,11,15,1,1,5.80,0.3,0.1,0.4,3.17,1,2,2,1,1,0,0,0,0,1.000,0.67,-0.0,1.019,2,1,13.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
124,SP,Ted Power,Derp Force,37065, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,18.1,83,72,21,15,3,0,3,11,10,9,0,10,2,.305,0,0,1,3,0,1.09,18,22,0,1,6.16,-0.0,0.0,0.2,5.49,1,3,3,2,0,1,1,0,0,.500,0.49,0.3,.000,1,1,18.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
310,SP,Cal Quantrill,Baseball,34805, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.2,23,20,5,4,0,0,1,4,4,2,0,5,0,.267,0,1,0,1,0,1.02,4,7,0,0,4.92,-0.1,0.1,0.0,3.71,1,1,1,1,0,1,0,0,0,1.000,1.59,0.1,.000,0,0,5.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
315,SP,Garrett Richards,Morristown,34558, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,2.0,12,12,6,3,0,1,2,5,5,0,0,2,0,.500,0,0,0,0,0,0.81,3,1,0,0,14.33,-0.4,-0.2,-0.2,3.68,1,1,1,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
32,SP,Garrett Richards,Beijing,34558, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.2,15,12,4,3,0,0,1,6,6,3,0,3,0,.375,0,0,0,0,2,1.48,3,2,1,0,9.33,-0.5,-0.1,-0.4,5.31,1,2,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,2.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
36,SP,Justus Sheffield,Beijing,34593, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,1.0,9,6,3,2,0,1,0,2,2,2,0,2,1,.750,0,0,0,0,3,1.57,1,0,0,0,8.33,-0.3,-0.0,-0.2,5.29,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
386,SP,Riley Smith,Wedgwood,40611, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,8.1,41,38,14,7,4,1,2,7,7,3,0,6,0,.400,0,0,0,0,0,1.11,9,9,0,0,6.09,-0.4,0.0,-0.1,4.66,1,2,2,1,1,0,0,0,0,1.000,1.08,-0.0,1.019,0,0,8.1,0,0,0.00,1,0,0,0,1,1,0,0,0,0,0,-0.3,0.0
265,SP,Riley Smith,Chico,40611, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.0,22,22,9,7,1,0,1,4,3,0,0,5,0,.500,0,0,0,0,0,1.20,4,3,0,0,4.08,-0.3,0.1,-0.1,2.71,1,1,1,1,0,0,1,0,0,.000,0.00,0.0,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
220,SP,Riley Smith,Long Beach,40611, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,2,7.1,32,29,8,6,0,0,2,6,6,3,0,10,0,.353,0,0,0,1,0,0.84,5,6,0,0,5.37,-0.3,0.1,-0.0,2.62,1,2,2,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,7.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.7,0.0
113,SP,Zane Smith,Derp Force,39665, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,3,13.2,65,58,17,14,2,0,1,8,8,7,0,14,0,.372,0,0,0,2,0,1.02,17,8,0,0,3.77,-0.1,0.4,0.2,4.17,1,3,3,1,0,1,0,0,0,1.000,0.66,0.1,.000,0,0,13.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
160,SP,Brent Strom,Newark,39644, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,5.2,26,23,7,4,2,0,1,5,5,2,0,3,1,.316,0,0,0,1,0,1.13,6,7,0,0,6.15,-0.3,0.0,-0.1,5.20,1,1,1,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,5.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
283,SP,Joe Sullivan,Chico,39641, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,1.2,16,10,5,2,1,0,2,8,8,6,0,2,0,.500,0,0,0,0,0,1.59,2,1,1,0,27.33,-0.5,-0.3,-0.4,8.30,1,1,1,1,0,1,0,0,0,1.000,5.40,-0.3,.000,1,0,1.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
350,SP,Trent Thornton,Tokyo,34858, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,2.0,14,12,6,3,0,1,2,7,7,1,0,3,1,.571,0,0,0,0,0,0.94,1,2,0,0,16.33,-0.4,-0.2,-0.4,3.64,1,1,1,1,0,1,0,0,0,1.000,4.50,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
52,SP,Trent Thornton,Finneytown,34858, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,4.1,16,14,2,0,1,0,1,1,1,1,0,4,1,.111,0,0,0,1,0,0.88,3,4,0,1,5.87,0.1,0.0,0.2,3.04,1,1,1,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,4.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
112,SP,Lefty Tyler,Derp Force,36491, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,1,7.1,25,24,3,3,0,0,0,1,1,1,0,8,0,.188,0,0,0,1,0,1.00,7,6,0,0,1.55,0.4,0.4,0.5,2.01,1,1,1,4,3,1,0,0,0,1.000,4.91,-0.2,.764,0,0,7.1,0,0,0.00,3,3,0,0,1,0,0,0,0,0,0,0.1,0.0
232,RP,Jason Adam,Long Beach,34889, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,3.2,15,11,0,0,0,0,0,0,0,3,0,7,1,.000,0,0,1,0,4,2.13,2,2,0,0,2.78,-0.0,0.2,0.3,2.17,1,4,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
304,RP,Tyler Alexander,Baseball,34760, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,3.1,14,14,4,2,0,0,2,3,1,0,0,4,0,.250,0,0,0,0,3,0.31,2,4,0,0,8.73,-0.0,-0.1,-0.1,1.63,1,3,0,1,1,0,0,0,0,1.000,2.70,0.1,1.019,0,0,3.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
353,RP,Doug Bair,Tokyo,39077, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.0,13,10,4,3,1,0,0,3,3,3,0,1,0,.444,0,0,0,0,2,0.27,0,5,0,0,6.83,0.0,-0.0,-0.1,7.41,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
114,RP,Doug Bair,Derp Force,39077, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,5,0,7.2,27,27,3,1,0,1,1,2,1,0,0,5,0,.095,0,0,0,0,5,0.60,9,9,0,0,3.72,0.1,0.1,0.3,3.26,1,5,0,1,1,0,0,0,0,1.000,1.17,0.1,1.019,0,0,7.2,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
368,RP,Mike Baumann,Wedgwood,35000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,6.1,28,24,4,3,1,0,0,3,2,4,0,10,0,.286,0,0,2,0,4,0.65,3,6,0,0,2.06,0.2,0.2,0.1,2.50,1,4,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,6.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
264,RP,Andrew Bellatti,Chico,40746, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,12,12,3,2,0,0,1,1,1,0,0,7,0,.500,0,0,0,0,2,1.09,1,1,1,0,2.99,-0.0,0.1,0.1,-1.16,1,2,0,1,1,0,0,0,0,1.000,3.00,-0.3,1.019,1,0,3.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0
71,RP,Ty Blach,Finneytown,40732, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.1,16,14,6,4,2,0,0,2,2,2,0,2,0,.500,0,0,0,1,2,1.03,1,5,0,1,3.93,0.2,0.0,0.0,5.46,1,2,0,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,3.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
277,RP,Ronel Blanco,Chico,40806, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.0,8,7,1,0,0,0,1,2,2,1,0,4,0,.000,0,0,0,0,2,0.59,2,0,0,0,7.33,0.0,-0.0,-0.1,2.05,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
293,RP,Doug Bochtler,Baseball,40448, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,1.1,9,6,2,1,1,0,0,1,1,2,0,3,1,.667,0,0,0,0,2,0.87,0,1,0,0,5.58,-0.2,-0.0,-0.0,3.75,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
75,RP,Ryan Borucki,Finneytown,34862, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,1.1,4,4,0,0,0,0,0,0,0,0,0,3,0,.000,0,0,0,0,2,1.60,1,0,0,0,0.00,0.2,0.1,0.1,-0.44,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,1.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
78,RP,Matt Boyd,Bucknell,35696, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,3.2,13,13,1,0,1,0,0,0,0,0,0,8,0,.200,0,0,0,0,1,0.54,2,1,0,0,0.00,0.0,0.2,0.2,-1.03,1,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.3,0.0
326,RP,Steven Brault,Morristown,40617, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.1,17,14,4,2,0,0,2,3,3,3,0,5,0,.286,0,0,0,0,2,0.98,2,3,0,0,10.83,-0.3,-0.2,-0.1,3.79,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
402,RP,Nelson Briles,Portland,38887, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,5.1,25,23,7,4,1,1,1,3,3,1,0,6,1,.375,0,0,0,0,2,0.48,2,8,0,0,4.64,0.0,0.0,0.0,2.49,1,2,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,5.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.0,0.0
409,RP,Dylan Bundy,Portland,39386, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,2.0,6,6,0,0,0,0,0,0,0,0,0,4,0,.000,0,0,0,0,1,0.72,1,1,0,0,0.00,0.1,0.1,0.1,-1.78,1,1,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
233,RP,Daniel Cabrera,Long Beach,35327, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,2.0,7,6,0,0,0,0,0,0,0,1,0,3,0,.000,0,0,0,0,3,0.90,1,2,0,0,1.83,0.1,0.1,0.1,1.52,1,3,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,2.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
43,RP,Giovanni Carrara,Beijing,40391, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,3.0,13,12,4,3,0,0,1,1,1,1,0,4,0,.429,0,0,0,1,4,1.00,4,0,0,0,5.99,-0.0,-0.0,0.1,3.42,1,4,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
59,RP,Anthony Castro,Finneytown,40702, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,2.1,8,7,1,1,0,0,0,0,0,1,0,1,0,.167,0,0,0,0,2,0.74,2,3,1,1,3.76,0.1,0.0,0.1,5.62,1,2,0,0,0,0,0,0,0,.000,0.00,-0.2,.000,2,1,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
247,RP,Miguel Castro,Law Law Land,34439, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,6.1,27,26,7,4,1,1,1,3,3,1,0,11,0,.429,0,0,0,0,6,1.14,5,3,0,0,2.38,0.2,0.2,0.1,1.11,1,6,0,0,0,0,0,0,0,.000,0.00,0.1,.000,0,0,6.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0
327,RP,Ken Chase,Morristown,40376, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,3.0,14,10,1,1,0,0,0,4,4,4,0,8,0,.500,0,0,0,0,3,1.11,1,0,1,0,1.99,0.1,0.1,-0.2,2.41,1,3,0,0,0,0,0,0,0,.000,0.00,-0.3,.000,1,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
16,RP,Ken Chase,Hoollebob,40376, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,6.2,27,23,5,3,1,0,1,1,1,4,0,6,0,.250,0,0,0,1,4,1.15,5,7,0,0,5.28,0.4,-0.0,0.3,4.43,1,4,0,1,0,1,0,0,0,1.000,1.35,0.1,.000,0,0,6.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.1,0.0
250,RP,Jesse Chavez,Law Law Land,34317, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,6,0,9.1,37,34,8,4,1,0,3,3,3,2,0,10,1,.238,0,0,1,2,6,1.08,8,7,0,1,6.33,0.4,-0.1,0.3,2.75,1,6,0,0,0,0,0,0,0,.000,0.00,0.2,.000,1,1,9.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
107,RP,Al Cicotte,Derp Force,40370, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.0,17,14,3,2,1,0,0,0,0,3,0,3,0,.273,0,0,0,1,4,1.55,6,2,0,0,4.08,0.2,0.1,0.3,5.54,1,4,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,4.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
299,RP,Steve Cishek,Baseball,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.0,10,10,2,2,0,0,0,1,1,0,0,5,0,.400,0,0,0,0,2,0.47,1,2,0,0,0.00,0.0,0.2,0.1,-0.82,1,2,0,0,0,0,0,0,0,.000,0.00,0.0,.000,0,0,3.0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.3,0.0
284,RP,Steve Cishek,Chico,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,2,0,3.1,16,15,5,3,1,0,1,3,3,1,0,5,0,.444,0,0,0,0,2,0.76,3,2,0,0,5.13,-0.4,0.0,-0.1,2.39,1,2,0,1,1,0,0,0,0,1.000,2.70,0.1,1.019,0,0,3.1,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.1,0.0
249,RP,Steve Cishek,Law Law Land,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,3,0,7.2,32,26,3,1,0,0,2,3,3,5,0,11,1,.077,0,0,0,0,3,0.55,8,4,1,0,6.20,0.0,-0.1,0.2,3.20,1,3,0,1,0,1,0,0,0,1.000,1.17,-0.3,.000,1,0,7.2,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.0
141,RP,Steve Cishek,Tar Valon,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,6.0,23,23,6,5,0,0,1,1,1,0,0,7,0,.333,0,0,0,1,4,0.86,7,3,0,0,3.16,0.1,0.1,0.3,2.10,1,4,0,1,1,0,0,1,0,1.000,1.50,-0.2,1.019,0,0,6.0,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0.1,0.0
89,RP,Steve Cishek,Bucknell,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,1,0,2.1,11,10,3,3,0,0,0,1,1,1,0,1,0,.333,0,0,0,0,1,0.34,3,3,0,0,3.76,0.0,0.0,0.0,5.70,1,1,0,1,0,1,0,0,0,1.000,3.86,0.0,.000,0,0,2.1,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
7,RP,Steve Cishek,Hoollebob,34353, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,0,-0.0,0.0,0,0,-0.0,0.0,0.0,0.0,4,0,4.0,16,14,3,2,1,0,0,0,0,2,0,7,0,.429,0,0,0,1,4,2.12,4,0,0,0,1.33,0.4,0.3,0.4,2.51,1,4,0,1,1,0,0,0,0,1.000,2.25,0.1,1.019,0,0,4.0,0,0,0.00,1,1,0,0,0,0,0,0,0,0,0,-0.3,0.0
